spelling,word
['i.pu.ˈtɛ.kɐ'],hipoteca
['o.ˈɾa.ɾi.u'],horário
['i.ɡni.ˈsɐ̃w̃'],ignição
['ˈi.ʎɐ'],ilha
['i.ˈma.ʒɐ̃j̃'],imagem
['ĩ.pɨ.ˈɾjaɫ'],imperial
['ĩ.pɨɾ.ˈmja.vɛɫ'],impermeável
['ĩ.pɾɨ.si.u.ˈniʃ.tɐ'],impressionista
['ĩ.ˈpɾɛ.su'],impresso
['ĩ.ˈtɛɾ.pɾɨ.tɨ'],intérprete
['iʃ.ˈkɐj.ɾu'],isqueiro
['i.ti.nɨ.ˈɾa.ɾi.u'],itinerário
['ʒɐɾ.ˈdĩ'],jardim
['ˈʒa.ʀɐ'],jarra
['ʒuɾ.ˈnaɫ'],jornal
['ʒuɾ.nɐ.ˈliʃ.tɐ'],jornalista
['ˈʒu.ɾu'],juro
['ˈla.kɐ'],laca
['ˈla.ɡu'],lago
['lɐ.ˈɡoʃ.tɐ'],lagosta
['lɐ.ɡuʃ.ˈtĩ'],lagostim
['ˈla.pi.de'],lápide
['ˈla.piʃ'],lápis
['lɐ.ˈzɐ.ɲɐ'],lasanha
['lɐ.vɐ.ˈɡɐ̃.tɨ'],lavagante
['lɐ.ˈva.ʒɐ̃j̃'],lavagem
['ˈlɛ.mɨ'],leme
['ˈlẽ.su'],lenço
['ˈlɛ.vɨ'],leve
['li.ˈkoɾ'],licor
['ˈli.ɲɐ'],linha
['ˈʃɛ.fɨ'],chefe
['ˈli.ʃu'],lixo
['lu.ˈsɐ̃w̃'],loção
['lu.ku.mu.ˈti.vɐ'],locomotiva
['ˈloj.sɐ'],loiça
['ˈlõ.bu'],lombo
['lu.ˈɡaɾ'],lugar
['mɐ.kɐ.ˈʀɐ̃w̃'],macarrão
['maj.ɔ.ˈnɛ.zɨ'],maionese
['mɐ.ni.ˈku.ɾɐ'],manicura
['mɐ.ˈnu.aɫ'],manual
['sɐ.ˈla.dɐ'],salada
['mɐ.ki.ˈʎa.ʒɐ̃j̃'],maquilhagem
['mɐ.ki.ˈniʃ.tɐ'],maquinista
['mɐɾ.kɐ.ˈdoɾ'],marcador
['mɐɾ.ˈfĩ'],marfim
['mɐ.ˈɾi.du'],marido
['mɐɾ.mɨ.ˈla.dɐ'],marmelada
['ˈma.tɨ'],mate
['mɨ.dɐ.ˈʎɐ̃w̃'],medalhão
['mɨ.ˈdi.dɐ'],medida
['ˈaʃ'],ás
['mɨ.ˈɾẽ.ɡɨ'],merengue
['ˈmɛ.ɾu'],mero
['mɨ.ʃi.ˈʎɐ̃w̃'],mexilhão
['mu.ˈʎɐj.ɾɐ'],molheira
['mu.nu.ˈmẽ.tu'],monumento
['muɾ.ˈsɛ.lɐ'],morcela
['ˈmoɾ.nu'],morno
['muɾ.ˈta.ʎɐ'],mortalha
['mu.ˈzaj.ku'],mosaico
['muʃ.ˈtaɾ.dɐ'],mostarda
['muʃ.ˈtɐj.ɾu'],mosteiro
['ˈmɔ.vɛɫ'],móvel
['muɫ.ti.ˈbɐ̃.ku'],multibanco
['ˈmu.mi.ɐ'],múmia
['mu.ˈzew'],museu
['nɐ.mu.ˈɾa.dɐ'],namorada
['ˈna.tɐ'],nata
['naw.ˈfɾa.ʒi.u'],naufrágio
['ˈna.vɨ'],nave
['nɐ.vɨ.ɡɐ.ˈsɐ̃w̃'],navegação
['nɨ.ɡɐ.ˈti.vu'],negativo
['ˈnɛ.tu'],neto
['ˈnɔ.ɾɐ'],nora
['ˈnɔ.tɐ'],nota
['ˈɔ.bɾɐ'],obra
['ˈõ.dɐ'],onda
['pɐ.ˈna.du'],panado
['ˈpa.ti.u'],pátio
['pɐ.vi.ˈʎɐ̃w̃'],pavilhão
['pɨ.ˈli.ku.lɐ'],película
['pẽ.ˈtja.du'],penteado
['pɨɾ.sẽ.ˈta.ʒɐ̃j̃'],percentagem
['pɨɾ.fu.mɐ.ˈɾi.ɐ'],perfumaria
['ˈpɛ.ɾu.lɐ'],pérola
['pɨ.ˈɾu.kɐ'],peruca
['pɨ.ˈza.du'],pesado
['pɨʃ.ˈka.dɐ'],pescada
['pi.ˈkɐ̃.tɨ'],picante
['ˈpi.ʎɐ'],pilha
['pi.ˈlo.tu'],piloto
['pi.ˈmẽ.tɐ'],pimenta
['pĩ.ˈsɛɫ'],pincel
['piʃ.ˈsi.nɐ'],piscina
['ˈpi.zu'],piso
['ˈpiʃ.tɐ'],pista
['plɐ.tɐ.ˈfɔɾ.mɐ'],plataforma
['ˈpnew'],pneu
['pu.ɛ.ˈzi.ɐ'],poesia
['lu.ʃẽ.buɾ.ˈɡɨʃ'],luxemburguês
['pu.ˈli.si.ɐ'],polícia
['pu.lu.i.ˈsɐ̃w̃'],poluição
['ˈpɔ.pɐ'],popa
['puɾ.sɨ.ˈlɐ.nɐ'],porcelana
['puʃ.ˈtaɫ'],postal
['ˈpɾa.tɐ'],prata
['ˈpɾo.ɐ'],proa
['pu.bli.kɐ.ˈsɐ̃w̃'],publicação
['puɫ.ˈsɐj.ɾɐ'],pulseira
['ˈkʷa.dɾu'],quadro
['kʷɐɾ.ˈtɛɫ'],quartel
['ˈmi'],mi
['ˈki.ɔʃ.kɨ'],quiosque
['ʀɐ.di.ɐ.ˈdoɾ'],radiador
['ʀi.ɐ.ˈliʒ.mu'],realismo
['ʀi.ɐ.ˈliʃ.tɐ'],realista
['ʀɨ.ˈʃja.du'],recheado
['ʀɨ.kõʃ.tɾu.ˈsɐ̃w̃'],reconstrução
['ʀjẽ.ˈboɫ.su'],reembolso
['ʀɨ.ˈfɾeʃ.ku'],refresco
['ʀɨ.ˈfu.ʒi.u'],refúgio
['ˈʀɛ.ɡwɐ'],régua
['ʀɨ.ˈle.vu'],relevo
['ʀɨ.nɐʃ.sẽ.ˈtiʃ.tɐ'],renascentista
['ˈʀẽ.dɐ'],renda
['ʀɨ.pɾu.du.ˈsɐ̃w̃'],reprodução
['ʀɨʃ.ˈtaw.ɾu'],restauro
['ʀɨ.vɨ.lɐ.ˈsɐ̃w̃'],revelação
['ʀɨ.vɨ.ˈlaɾ'],revelar
['ʀɨ.ˈviʃ.tɐ'],revista
['ˈʀi.mɛɫ'],rímel
['ˈʀiʃ.ku'],risco
['ʀu.ˈba.lu'],robalo
['ˈʀo.lu'],rolo
['ʀu.ˈmɐ̃.sɨ'],romance
['ʀu.ˈza.si.ɐ'],rosácea
['ˈʀɔ.tɐ'],rota
['ʀow.ˈpɐj.ɾu'],roupeiro
['ʀu.ˈbi'],rubi
['ˈʀũ'],rum
['sɐ.bu.ˈne.tɨ'],sabonete
['sɐ.bu.ˈɾo.zu'],saboroso
['sɐ.ˈi.dɐ'],saída
['saj.ˈɔ.tɨ'],saiote
['ˈsa.lɐ'],sala
['saɫ.ˈɡa.du'],salgado
['saɫ.ˈmɐ̃w̃'],salmão
['saɫ.ˈtja.du'],salteado
['sɐ̃.ˈda.li.ɐ'],sandália
['sɐ̃.ˈtɔ.lɐ'],santola
['sɨ.kɐ.ˈdoɾ'],secador
['ˈse.ku'],seco
['ˈsɛ.ku.lu'],século
['sɨ.ˈɲoɾ'],senhor
['sĩ.ˈpa.ti.ku'],simpático
['so.bɾɨ.ˈtu.du'],sobretudo
['su.ˈbɾi.ɲu'],sobrinho
['ˈso.ɡɾu'],sogro
['ˈsõ.bɾɐ'],sombra
['ˈsɔ.tɐ̃w̃'],sótão
['ˈsu.a.vɨ'],suave
['tɐ.ˈba.ku'],tabaco
['tɐ.ˈmɐ.ɲu'],tamanho
['tɐ̃.bu.ˈɾiɫ'],tamboril
['tɨ.lɨ.vi.ˈzoɾ'],televisor
['tɨ.ˈʎa.du'],telhado
['ˈtẽ.ʀu'],tenro
['tɨ.ˈʀa.su'],terraço
['tɨ.ˈʀi.nɐ'],terrina
['tɨ.ˈzow.ɾɐ'],tesoura
['ˈti.u'],tio
['ˈtu.a.ʎɐ'],toalha
['ˈtɾɐ̃.sɐ'],trança
['tɾɐ̃.zɐ.ˈtlɐ̃.ti.ku'],transatlântico
['tɾɐ̃ʃ.fɨ.ˈɾẽ.si.ɐ'],transferência
['tɾɐ.vɨ.ˈsi.ɐ'],travessia
['tɾi.ˈpɛ'],tripé
['tɾi.pu.lɐ.ˈsɐ̃w̃'],tripulação
['tɾu.ˈkaɾ'],trocar
['ˈtɾu.tɐ'],truta
['tuɾ.ˈke.zɐ'],turquesa
['ˈva.kɐ'],vaca
['plɐ.ˈti.nɐ'],platina
['ɐ.ˈɡɾa.vu'],agravo
['iʃ.ˈpi.ɾi.tɐ'],espírita
['dɨ.fɨ.ni.ˈsɐ̃w̃'],definição
['kõ.tĩ.ˈʒẽ.si.ɐ'],contingência
['vi.ˈdẽ.tɨ'],vidente
['a.ˈɡu.aɾ'],aguar
['ɐ.ˈsow.ɡɨ'],açougue
['u.zu.fɾu.ˈiɾ'],usufruir
['kɐ.ˈvjaɾ'],caviar
['ẽ.ʒwɐ.ˈti.vu'],enjoativo
['ˈɡɾɐ.mɐ'],grama
['ˈtɐj.ɐ'],teia
['ˈveʃ.pɐ'],vespa
['aj'],ai
['mɐ.tɨ.ɾi.ɐ.ˈliʒ.mu'],materialismo
['di.nɔ.ˈsaw.ɾu'],dinossauro
['bɐ.ˈta.ʎɐ'],batalha
['fũ.si.u.ˈnaɾ'],funcionar
['ĩ.di.vi.dwɐ.li.ˈda.dɨ'],individualidade
['bu.ˈdiʒ.mu'],budismo
['ɐ.tɐ.ˈlaj.ɐ'],atalaia
['ɐ.vẽ.ˈtaɾ'],aventar
['bɨ.ˈze.ʀu'],bezerro
['vɨ.ɾi.fi.kɐ.ˈsɐ̃w̃'],verificação
['zũ.ˈbiɾ'],zumbir
['ɐd.vɨɾ.si.ˈda.dɨ'],adversidade
['kʷɐ.ˈʃaɾ'],coaxar
['ˈka.fi.lɐ'],cáfila
['ʀɛ.ˈtɔ.ɾi.kɐ'],retórica
['kõ.ˈti.u.du'],conteúdo
['ˈvɔɫt'],volt
['dɨ.fɨ.ˈkaɾ'],defecar
['sɨ.ˈmi.tɐ'],semita
['ˈpõ.tu'],ponto
['ˈmɔ.tu'],moto
['ˈʃa.tu'],chato
['ˈbaj.lɐ'],baila
['kli.ˈtɔ.ɾiʃ'],clitóris
['muʃ.ˈtɾaɾ'],mostrar
['kɐ.ˈpaʃ'],capaz
['di.ɾɛ.tu.ˈɾi.ɐ'],diretoria
['kõ.pɾu.mɨ.ˈti.du'],comprometido
['mɨ.ʎu.ˈɾi.ɐ'],melhoria
['iʃ.ˈko.ʎu'],escolho
['ˈveɾ'],ver
['sɐw.ˈda.vɛɫ'],saudável
['ẽ.tu.ˈzjaʒ.mu'],entusiasmo
['pɾu.ˈli.ksu'],prolixo
['mɐ.ˈmu.tɨ'],mamute
['ɐɾ.miʃ.ˈti.si.u'],armistício
['kɐ̃.ˈpɐ.nu.lɐ'],campânula
['ʃɐ.fɐ.ˈɾiʃ'],chafariz
['ku.mẽ.ˈsaɫ'],comensal
['kõ.ˈpẽ.di.u'],compêndio
['ˈmaɾ.ʒɐ̃j̃'],margem
['sɐw.du.ˈziʒ.mu'],saudosismo
['iʃ.ˈtɛ.ti.kɐ'],estética
['ɐjʃ.tẽ.pu.ˈɾɐ.ni.u'],extemporâneo
['pɾɨ.sẽ.ti.ˈmẽ.tu'],pressentimento
['pɾɔ.fi.la.ˈksi.ɐ'],profilaxia
['mɨ.ˈdi.ɐ.nɐ'],mediana
['sɐ.ˈbeɾ'],saber
['ˈʒwɐj.ʎu'],joelho
['ɛɾ.mɐ.fɾɔ.ˈdi.tɐ'],hermafrodita
['fi.dɨ.li.ˈda.dɨ'],fidelidade
['ɐ.mɐ.du.ˈɾiʒ.mu'],amadorismo
['dɨ.pẽ.ˈdẽ.si.ɐ'],dependência
['dɨʃ.pɨɾ.ˈtaɾ'],despertar
['suɾ.ˈʒiɾ'],surgir
['pɨ.ˈsu.aɫ'],pessoal
['ˈtɐj.ʎɐ'],telha
['kɨ.ˈbɾaɾ'],quebrar
['ku.lu.ˈkjaɫ'],coloquial
['pɾɨ.sẽ.ˈtiɾ'],pressentir
['ɐ.lɨ.ɡu.ˈɾi.ɐ'],alegoria
['pu.li.ˈsjaɫ'],policial
['kɐ̃.si.u.ˈnɐj.ɾu'],cancioneiro
['iʃ.ˈkɔ.tɐ'],escota
['ɐjʃ.pɾɨ.ˈsɐ̃w̃'],expressão
['sẽ.ˈti.du'],sentido
['ˈsẽ.su'],senso
[''],MediaWiki:Edittools
['su.ˈla.ɾi.u'],solário
['fɐ.ˈdi.ɡɐ'],fadiga
['i.zu.ˈtiʒ.mu'],exotismo
['i.di.ɔ.sĩ.kɾɐ.ˈzi.ɐ'],idiossincrasia
['pɾɨʃ.sĩ.ˈdi.vɛɫ'],prescindível
['ˈbɔʃ.tɐ'],bosta
['ik.tɨ.ˈɾi.si.ɐ'],icterícia
['dɨzɔduˈɾɐ̃tɨ'],desodorante
['ɔɾ.ɡɐ.ni.ˈzaɾ'],organizar
['pɐ.ɾẽ.ˈteʃ.ku'],parentesco
['ɡu.ˈveɾ.nu'],governo
['ɡɐɾ.ˈbo.zu'],garboso
['pu.ɲɐ.ˈla.dɐ'],punhalada
['mɐɾ.tɨ.ˈla.dɐ'],martelada
['ĩ.ˈfɛɾ.nu'],inferno
['ɡuʃ.ˈtaɾ'],gostar
['ti.u.ˈɾe.mɐ'],teorema
['aw.tɔ.ˈkɾa.tɐ'],autocrata
['i.di.u.ˈti.sɨ'],idiotice
['vuɫ.ˈkɐ̃w̃'],vulcão
['di.plu.mɐ.ˈsi.ɐ'],diplomacia
['kɨ.ɾu.ˈbĩ'],querubim
['ˈɐ̃.ʒu'],anjo
['i.vɐ.ˈkʷaɾ'],evacuar
['psi.kɔ.pɐ.tu.ˈlɔ.ʒi.ku'],psicopatológico
['bɐʃ.ˈtɐ̃.tɨ'],bastante
['dɨ.ˈvɛ.ɾɐʃ'],deveras
['ɐ.bẽ.ˈsu.aɾ'],abençoar
['ɐ.bi.ˈtu.aɾ'],habituar
['ɐ.vi.ˈzaɾ'],avisar
['di.lɐ.ˈtaɾ'],dilatar
['kɐ.vaɫ.ˈɡaɾ'],cavalgar
['pu.pu.lɐ.ˈsɐ̃w̃'],população
['suʃ.ˈpi.ɾu'],suspiro
['di.lu.i.ˈsɐ̃w̃'],diluição
['i.fi.ˈsjẽ.si.ɐ'],eficiência
['i.fi.ˈka.si.ɐ'],eficácia
['ʒɨ.ɾɐ.ˈsɐ̃w̃'],geração
['ɐb.ˈʃtɾa.tu'],abstrato
['ˈbi.ku'],bico
['iʃ.tɛ.ˈɾi.ɔ.ti.pu'],estereótipo
['ˈfɔɾ.mu.lɐ'],fórmula
['ˈʒa'],já
['di.ku.tu.ˈmi.ɐ'],dicotomia
['tɾɐ.du.ˈziɾ'],traduzir
['ˈmi.nɐ'],mina
['ˈli.dɐ'],lida
['ˈli.bɾɐ'],libra
['vuɫ.vɐ'],vulva
['ʒɨ.ni.ˈtaɫ'],genital
['ˈfi.lɐ'],fila
['ew.fu.ˈni.ɐ'],eufonia
['ĩ.ˈfɐ.mɨ'],infame
['i.ʀɛ.ˈsɐ̃w̃'],ereção
['ˈlɐ̃.ɡi.du'],lânguido
['ĩ.kɐ.pɐ.si.ˈda.dɨ'],incapacidade
['sɛ.ksɐ.ˈʒɛ.zi.mu'],sexagésimo
['ɔk.tɔ.ˈʒɛ.zi.mu'],octogésimo
['sɛp.twɐ.ˈʒɛ.zi.mu'],septuagésimo
['no.nɐ.ˈʒɛ.zi.mu'],nonagésimo
['pu.ˈɾɐ̃j̃'],porém
['ˈnɐ̃j̃'],nem
['ɐ.tɨ.ˈʀaɾ'],aterrar
['ɐ̃.ˈʒi.nɐ'],angina
['bu.lɨ.ˈtĩ'],boletim
['ˈkuɫ.pɐ'],culpa
['nɛk.tɐ.ˈɾi.nɐ'],nectarina
['ẽ.ˈsja.dɐ'],enseada
['ˈʀjaɫ'],real
['bẽ.ʒɐ.ˈmĩ'],benjamim
['ɐ.li.ˈsɛɾ.sɨ'],alicerce
['inəzuˈravɛɫ'],inexorável
['ku.ˈʀɐj.u'],correio
['ˈi.o.du'],iodo
['di.ɡni.ˈta.ɾi.u'],dignitário
['ɐ̃.ˈpɛ.ɾɨ'],ampere
['vi.ˈzi.vɛɫ'],visível
['pɐ.ɾɔ.ˈksi.tu.nu'],paroxítono
['kõ.vɨɾ.ˈʒiɾ'],convergir
['ˈɔɾ.bɨ'],orbe
['dɨ.ˈʒɛ.tu'],dejeto
['dɨ.ʒɛ.ˈtaɾ'],dejetar
['dɨ.ʒɛ.ˈsɐ̃w̃'],dejeção
['iʃ.ˈpɛɾ.mɐ'],esperma
['ʒẽ.ˈti.li.ku'],gentílico
['su.ˈpɔɾ.tɨ'],suporte
['mi.tu.lu.ˈʒi.ɐ'],mitologia
['ˈflɔ.ɾɐ'],flora
['e.ˈpi.lu.ɡu'],epílogo
['ɐɾ.ˈkɐj.ɾu'],arqueiro
['fu.ˈʀa.ʒɐ̃j̃'],forragem
['ɐ.pɐ.ˈɾɐj.ʎu'],aparelho
['dɨʃ.ˈtɾi.tu'],distrito
['mɐ.ni.pu.lɐ.ˈsɐ̃w̃'],manipulação
['ˈsi.u'],cio
['iʃ.ˈtɾi.bu'],estribo
['iʃ.kɨ.ˈle.tu'],esqueleto
['ɐ.ˈti.pi.ku'],atípico
['ɐ̃.tɾɔ.pɔ.sẽ.ˈtɾiʒ.mu'],antropocentrismo
['ɔ.mɔ.sɛ.ksu.a.li.ˈda.dɨ'],homossexualidade
['aw.tu.ɾi.ˈda.dɨ'],autoridade
['dɨʃ.ˈte.ʀu'],desterro
['ku.ˈmu.nɐ'],comuna
['e.klɨ.ˈzjaʃ.ti.ku'],eclesiástico
['ẽ.fɨɾ.ˈma.ʒɐ̃j̃'],enfermagem
['kuɾ.pu.ɾɐ.ti.ˈviʒ.mu'],corporativismo
['ˈaɾ.ɡɔn'],árgon
['bɨ.ˈɾi.li.u'],berílio
['ˈbɔ.ɾu'],boro
['ˈsĩ.bu.lu'],símbolo
['ˈkɾoʃ.tɐ'],crosta
['ku.ˈtɛ.lu'],cutelo
['ɐ.fɐj.ˈsɐ̃w̃'],afeição
['ˈpɔ'],pó
['ˈa.bɐ.ku'],ábaco
['ma.ˈɡnɛ.zi.u'],magnésio
['ɐ.lu.ˈmi.ni.u'],alumínio
['si.ˈpɾi.ɔ.tɐ'],cipriota
['ˈlɔ.ɡu'],logo
['nɐ.tu.ɾɐ.ˈliʒ.mu'],naturalismo
['aɫ.fɐ.ˈbɛ.tu'],alfabeto
['ˈsõ'],som
['ɡɐ.ˈla.ksi.ɐ'],galáxia
['plɐ.ˈne.tɐ'],planeta
['kaɫ.ˈva.ɾi.u'],calvário
['ɔb.sɨɾ.vɐ.ˈtɔ.ɾi.u'],observatório
['bi.sɛ.ˈksu.aɫ'],bissexual
['mu.ˈveɾ'],mover
['ˈpu.bli.ku'],público
['ĩ.ˈpɛ.ɾi.u'],império
['ĩ.puɾ.ˈtɐ̃.tɨ'],importante
['iʃ.ˈkɐ̃.di.u'],escândio
['vɐ.ˈna.di.u'],vanádio
['ˈsu.mɐ'],suma
['di.vĩ.ˈda.dɨ'],divindade
['ˈfa.zɨ'],fase
['ˈpaw'],pau
['ˈɾo.lɐ'],rola
['kɐ.mi.ˈɲaɾ'],caminhar
['nɨ.ɡɐ.ˈsɐ̃w̃'],negação
['ɐ.nɐ.lu.ˈʒi.ɐ'],analogia
['ˈpĩ.tu'],pinto
['pĩ.ˈtaɾ'],pintar
['klu.ˈa.kɐ'],cloaca
['pa.dɐ.ˈɾi.ɐ'],padaria
['bɐ̃.ˈzaɾ'],banzar
['bu.ˈvi.nu'],bovino
['ɔ.ˈvi.nu'],ovino
['ʒɨɾ.ˈmɐ.ni.u'],germânio
['ɐʃ.sɨ.ˈtiʒ.mu'],ascetismo
['ˈtoʃ.ku'],tosco
['ˈbɾɔ.mu'],bromo
['ˈsɔ.li.du'],sólido
['ɐ.fũ.ˈdaɾ'],afundar
['ˈkɾip.tɔn'],crípton
['ʀu.ˈbi.di.u'],rubídio
['ɐ.ˈmi.u.dɨ'],amiúde
['iʃ.ˈtɾõ.si.u'],estrôncio
['ˈi.tɾi.u'],ítrio
['ɐ.ˈli'],ali
['ˈbɔ.lɐʃ'],bolas
['mɔ.lib.ˈdɛ.ni.u'],molibdénio
['ʀu.ˈtɛ.ni.u'],ruténio
['ku.mu.ni.kɐ.ˈsɐ̃w̃'],comunicação
['su.ʒɐj.ˈsɐ̃w̃'],sujeição
['ɐ.ˈʎɐj.u'],alheio
['mɐ.ˈɾi.ɲu'],marinho
['pɐ.ˈla.di.u'],paládio
['dɨʒ.ʀɨʃ.pɐj.ˈtaɾ'],desrespeitar
['ˈdaɾ'],dar
['pɨ.ˈka.du'],pecado
['pɨ.ˈkaɾ'],pecar
['ɐ̃.ˈdaɾ'],andar
['pi.ˈkaɾ'],picar
['ɐ.tɐ.ˈkaɾ'],atacar
['ɐ.ɡɾɨ.ˈdiɾ'],agredir
['vɐ.si.ˈnaɾ'],vacinar
['tɐ.ɡɐ.ɾɨ.ˈlaɾ'],tagarelar
['vɐ.ˈʀeɾ'],varrer
['zɐ̃ŋgˈɐ̃w'],zangão
['ˈa.kɐ.ɾu'],ácaro
['bɐ.ɾɐ.ˈʎaɾ'],baralhar
['pɾɔ.ku.ˈɾaɾ'],procurar
['vɐʃ.ku.ˈʎaɾ'],vasculhar
['ɐ.bɐʃ.tɨ.ˈseɾ'],abastecer
['lɐ.ˈvaɾ'],lavar
['ẽ.bɐ.i.ˈɲaɾ'],embainhar
['si.ˈviʒ.mu'],civismo
['ˈkad.mi.u'],cádmio
['vi.ti.kuɫ.ˈtu.ɾɐ'],viticultura
['ẽ.vɨ.nɨ.ˈnaɾ'],envenenar
['bẽ.ˈzeɾ'],benzer
['vɨ.ɾi.fi.ˈkaɾ'],verificar
['vi.ˈveɾ'],viver
['vɨʃ.ˈtiɾ'],vestir
['ɐ.bu.ʀɨ.ˈseɾ'],aborrecer
['bɾu.ˈtaɾ'],brotar
['vu.ˈtaɾ'],votar
['ɐ.pɐ.dɾi.ˈɲaɾ'],apadrinhar
['ɐ.bɾɐ̃.ˈdaɾ'],abrandar
['bɾi.ˈɡaɾ'],brigar
['lu.ˈtaɾ'],lutar
['bɾĩ.ˈkaɾ'],brincar
['bu.ʀi.ˈfaɾ'],borrifar
['pɾu.ˈpɔʃ.tɐ'],proposta
['ɐ̃.ti.ˈmɔ.ni.u'],antimónio
['tɨ.ˈlu.ɾi.u'],telúrio
['ˈni.kɛɫ'],níquel
['ɐ.di.vi.ˈɲaɾ'],adivinhar
['miʃ.tu.ˈɾaɾ'],misturar
['ɐ.bɐ.ˈnaɾ'],abanar
['ʀɨ.bẽ.ˈtaɾ'],rebentar
['buɾ.ˈdaɾ'],bordar
['e.mɨɾ.ˈʒiɾ'],emergir
['ˈdɔɡ.mɐ'],dogma
['ɐ.nɨ.ˈdɔ.tɐ'],anedota
['ɐ̃.tɐ.ɡu.ˈniʃ.tɐ'],antagonista
['pɾu.fi.ˈsɐ̃w̃'],profissão
['iʃ.pɐɾ.ˈtɐ.nu'],espartano
['nɨ.kɾu.ˈmɐ̃.tɨ'],necromante
['nɨ.kɾu.mɐ̃.ˈsi.ɐ'],necromancia
['ˈma.ʃu'],macho
['mi.kɾɔ.pɾu.sɨ.sɐ.ˈdoɾ'],microprocessador
['tɾɐ̃.ˈziʃ.tɔɾ'],transístor
['ˈbuɾ.ɡu'],burgo
['ɐ.ɡɾɐ.ˈvɐ̃.tɨ'],agravante
['ɐ.ɡɾɐ.ˈda.vɛɫ'],agradável
['ˈbɾɛ.vɨ'],breve
['tɛ.lɛ.ˈmɔ.vɛɫ'],telemóvel
['ĩʃ.pi.ɾɐ.ˈsɐ̃w̃'],inspiração
['ʀɨ.pɾɨ.zẽ.ˈtaɾ'],representar
['bɨ.ˈbi.dɐ'],bebida
['ˈʃa'],chá
['mu.zi.ˈkaɫ'],musical
['ˈwĩʃ.kɨ'],uísque
['ɐ.dˈvɛɾ.bi.u'],advérbio
['ɐ.ʀɨ.ˈdaɾ'],arredar
['ɐ.tɐ.ˈka.du'],atacado
['mɨ.ˈtaɫ'],metal
['ɔɾ.ˈkɛʃ.tɾɐ'],orquestra
['iʃ.pɨ.ˈɾɐ̃.tu'],esperanto
['pɾɐ.zi.u.ˈdi.mi.u'],praseodímio
['ˈtõ.tu'],tonto
['ɡɾɐ.ˈsi.o.zu'],gracioso
['ˈfɐj.u'],feio
['ɐ.si.nɐ.ˈlaɾ'],assinalar
['nɛ.ɔ.ˈdi.mi.u'],neodímio
['pɾu.ˈmɛ.si.u'],promécio
['sɐ.ˈma.ɾi.u'],samário
['ɔɾ.fɐ̃.ˈda.dɨ'],orfandade
['ɡɐ.du.ˈli.ni.u'],gadolínio
['kɾu.ˈe.zɐ'],crueza
['kõ.pɨ.ti.ˈsɐ̃w̃'],competição
['ku.nu.tɐ.ˈsɐ̃w̃'],conotação
['i.nĩ.tɨ.li.ˈʒi.vɛɫ'],ininteligível
['ĩ.kõ.pɾjẽ.ˈsi.vɛɫ'],incompreensível
['kõ.pɾjẽ.ˈsi.vɛɫ'],compreensível
['kɐ.ˈzɐj.ɾu'],caseiro
['ɔɾ.ɡɐ.ni.ˈɡɾɐ.mɐ'],organigrama
['ɐ.mɨ.ˈtiʃ.tɐ'],ametista
['pɨɾ.ˈfu.mɨ'],perfume
['bɾi.ˈɔɫ'],briol
['siʒ.ˈmaɾ'],cismar
['pu.ˈdeɾ'],poder
['ɐ'],a
['ɐ.tlɐ̃.ˈti.ku'],atlântico
['ˈku.bɐ'],cuba
['dɐ.ˈmaʃ.ku'],damasco
['fuɾ.tɐ.ˈle.zɐ'],fortaleza
['mɐ.ˈdɐj.ɾɐ'],madeira
['ˈpoɾ.tu'],porto
['ʀu.ˈsi.u'],rossio
['ˈtaɫ'],tal
['i.ˈfi.ʒji'],efígie
['i.lɐj.tu.ˈɾa.du'],eleitorado
['ẽ.ˈpi.ɾi.ku'],empírico
['ˈtɛɾ.bi.u'],térbio
['kõ.ʒũ.ˈsɐ̃w̃'],conjunção
['ˈno.mɨ'],nome
['si.dɐ.dɐ.ˈni.ɐ'],cidadania
['fɾu.ˈtu.o.zu'],frutuoso
['pɨɾiwðu'],período
['ʀɨ.lɐ.si.u.nɐ.ˈmẽ.tu'],relacionamento
['pɾu.ˈdu.tu'],produto
['ɐjʃ.plu.ˈdiɾ'],explodir
['kõ.tɾi.ˈbwĩ.tɨ'],contribuinte
['bu.ˈtaɾ'],botar
['du.mi.ˈsi.li.u'],domicílio
['kɐɾ.ˈtɐj.ɾu'],carteiro
['ẽ.ʒɨ.ɲɐ.ˈɾi.ɐ'],engenharia
['ɐ.ˈsɛ.su'],acesso
['ɐ.dʒu.di.ˈkaɾ'],adjudicar
['di.ˈɾɐj.tɐ'],direita
['iʃ.ˈpɔ.li.u'],espólio
['e.ˈɾɐ̃.sɐ'],herança
['mẽʃ.tɾwɐ.ˈsɐ̃w̃'],menstruação
['lɨ.ʒiʒ.lɐ.ˈsɐ̃w̃'],legislação
['lɨ.vɐ̃.ˈtaɾ'],levantar
['suʃ.pẽ.ˈdeɾ'],suspender
['ʃɨ.ˈɡaɾ'],chegar
['sɨ.ˈmjaɾ'],semear
['pɨʃ.ˈki.zɐ'],pesquisa
['vi.ˈtɔ.ɾi.ɐ'],vitória
['ɐ.pɾẽ.ˈdeɾ'],aprender
['ẽ.si.ˈnaɾ'],ensinar
['iʃ.kɾɨ.ˈveɾ'],escrever
['iʃ.ku.ˈvaɾ'],escovar
['saɫ.ˈvaɾ'],salvar
['sɨɾ.ˈkaɾ'],cercar
