spelling,word
['ɔɾ.bɨ'],orbe
['dɨ.ʒɛ.tu'],dejeto
['dɨ.ʒɛ.taɾ'],dejetar
['dɨ.ʒɛ.sɐw'],dejeção
['iʃ.pɛɾ.mɐ'],esperma
['ʒẽ.ti.li.ku'],gentílico
['su.pɔɾ.tɨ'],suporte
['mi.tu.lu.ʒi.ɐ'],mitologia
['flɔ.ɾɐ'],flora
['e.pi.lu.gu'],epílogo
['ɐɾ.kɐj.ɾu'],arqueiro
['fu.ʀa.ʒɐj'],forragem
['ɐ.pɐ.ɾɐj.ʎu'],aparelho
['dɨʃ.tɾi.tu'],distrito
['mɐ.ni.pu.lɐ.sɐw'],manipulação
['si.u'],cio
['iʃ.tɾi.bu'],estribo
['iʃ.kɨ.le.tu'],esqueleto
['ɐ.ti.pi.ku'],atípico
['ɐ.tɾɔ.pɔ.sẽ.tɾiʒ.mu'],antropocentrismo
['ɔ.mɔ.sɛ.ksu.a.li.da.dɨ'],homossexualidade
['aw.tu.ɾi.da.dɨ'],autoridade
['dɨʃ.te.ʀu'],desterro
['ku.mu.nɐ'],comuna
['e.klɨ.zjaʃ.ti.ku'],eclesiástico
['ẽ.fɨɾ.ma.ʒɐj'],enfermagem
['kuɾ.pu.ɾɐ.ti.viʒ.mu'],corporativismo
['aɾ.gɔn'],árgon
['bɨ.ɾi.li.u'],berílio
['bɔ.ɾu'],boro
['sĩ.bu.lu'],símbolo
['kɾoʃ.tɐ'],crosta
['ku.tɛ.lu'],cutelo
['ɐ.fɐj.sɐw'],afeição
['pɔ'],pó
['a.bɐ.ku'],ábaco
['ma.gnɛ.zi.u'],magnésio
['ɐ.lu.mi.ni.u'],alumínio
['si.pɾi.ɔ.tɐ'],cipriota
['lɔ.gu'],logo
['nɐ.tu.ɾɐ.liʒ.mu'],naturalismo
['al.fɐ.bɛ.tu'],alfabeto
['sõ'],som
['gɐ.la.ksi.ɐ'],galáxia
['plɐ.ne.tɐ'],planeta
['kal.va.ɾi.u'],calvário
['ɔb.sɨɾ.vɐ.tɔ.ɾi.u'],observatório
['bi.sɛ.ksu.al'],bissexual
['mu.veɾ'],mover
['pu.bli.ku'],público
['ĩ.pɛ.ɾi.u'],império
['ĩ.puɾ.tɐ.tɨ'],importante
['iʃ.kɐ.di.u'],escândio
['vɐ.na.di.u'],vanádio
['su.mɐ'],suma
['di.vĩ.da.dɨ'],divindade
['fa.zɨ'],fase
['paw'],pau
['ɾo.lɐ'],rola
['kɐ.mi.ɲaɾ'],caminhar
['nɨ.gɐ.sɐw'],negação
['ɐ.nɐ.lu.ʒi.ɐ'],analogia
['pĩ.tu'],pinto
['pĩ.taɾ'],pintar
['klu.a.kɐ'],cloaca
['pa.dɐ.ɾi.ɐ'],padaria
['bɐ.zaɾ'],banzar
['bu.vi.nu'],bovino
['ɔ.vi.nu'],ovino
['ʒɨɾ.mɐ.ni.u'],germânio
['ɐʃ.sɨ.tiʒ.mu'],ascetismo
['toʃ.ku'],tosco
['bɾɔ.mu'],bromo
['sɔ.li.du'],sólido
['ɐ.fũ.daɾ'],afundar
['kɾip.tɔn'],crípton
['ʀu.bi.di.u'],rubídio
['ɐ.mi.u.dɨ'],amiúde
['iʃ.tɾõ.si.u'],estrôncio
['i.tɾi.u'],ítrio
['ɐ.li'],ali
['bɔ.lɐʃ'],bolas
['mɔ.lib.dɛ.ni.u'],molibdénio
['ʀu.tɛ.ni.u'],ruténio
['ku.mu.ni.kɐ.sɐw'],comunicação
['su.ʒɐj.sɐw'],sujeição
['ɐ.ʎɐj.u'],alheio
['mɐ.ɾi.ɲu'],marinho
['pɐ.la.di.u'],paládio
['dɨʒ.ʀɨʃ.pɐj.taɾ'],desrespeitar
['daɾ'],dar
['pɨ.ka.du'],pecado
['pɨ.kaɾ'],pecar
['ɐ.daɾ'],andar
['pi.kaɾ'],picar
['ɐ.tɐ.kaɾ'],atacar
['ɐ.gɾɨ.diɾ'],agredir
['vɐ.si.naɾ'],vacinar
['tɐ.gɐ.ɾɨ.laɾ'],tagarelar
['vɐ.ʀeɾ'],varrer
['zɐŋgɐw'],zangão
['a.kɐ.ɾu'],ácaro
['bɐ.ɾɐ.ʎaɾ'],baralhar
['pɾɔ.ku.ɾaɾ'],procurar
['vɐʃ.ku.ʎaɾ'],vasculhar
['ɐ.bɐʃ.tɨ.seɾ'],abastecer
['lɐ.vaɾ'],lavar
['ẽ.bɐ.i.ɲaɾ'],embainhar
['si.viʒ.mu'],civismo
['kad.mi.u'],cádmio
['vi.ti.kul.tu.ɾɐ'],viticultura
['ẽ.vɨ.nɨ.naɾ'],envenenar
['bẽ.zeɾ'],benzer
['vɨ.ɾi.fi.kaɾ'],verificar
['vi.veɾ'],viver
['vɨʃ.tiɾ'],vestir
['ɐ.bu.ʀɨ.seɾ'],aborrecer
['bɾu.taɾ'],brotar
['vu.taɾ'],votar
['ɐ.pɐ.dɾi.ɲaɾ'],apadrinhar
['ɐ.bɾɐ.daɾ'],abrandar
['bɾi.gaɾ'],brigar
['lu.taɾ'],lutar
['bɾĩ.kaɾ'],brincar
['bu.ʀi.faɾ'],borrifar
['pɾu.pɔʃ.tɐ'],proposta
['ɐ.ti.mɔ.ni.u'],antimónio
['tɨ.lu.ɾi.u'],telúrio
['ni.kɛl'],níquel
['ɐ.di.vi.ɲaɾ'],adivinhar
['miʃ.tu.ɾaɾ'],misturar
['ɐ.bɐ.naɾ'],abanar
['ʀɨ.bẽ.taɾ'],rebentar
['buɾ.daɾ'],bordar
['e.mɨɾ.ʒiɾ'],emergir
['dɔg.mɐ'],dogma
['ɐ.nɨ.dɔ.tɐ'],anedota
['ɐ.tɐ.gu.niʃ.tɐ'],antagonista
['pɾu.fi.sɐw'],profissão
['iʃ.pɐɾ.tɐ.nu'],espartano
['nɨ.kɾu.mɐ.tɨ'],necromante
['nɨ.kɾu.mɐ.si.ɐ'],necromancia
['ma.ʃu'],macho
['mi.kɾɔ.pɾu.sɨ.sɐ.doɾ'],microprocessador
['tɾɐ.ziʃ.tɔɾ'],transístor
['buɾ.gu'],burgo
['ɐ.gɾɐ.vɐ.tɨ'],agravante
['ɐ.gɾɐ.da.vɛl'],agradável
['bɾɛ.vɨ'],breve
['tɛ.lɛ.mɔ.vɛl'],telemóvel
['ĩʃ.pi.ɾɐ.sɐw'],inspiração
['ʀɨ.pɾɨ.zẽ.taɾ'],representar
['bɨ.bi.dɐ'],bebida
['ʃa'],chá
['mu.zi.kal'],musical
['wĩʃ.kɨ'],uísque
['ɐ.dvɛɾ.bi.u'],advérbio
['ɐ.ʀɨ.daɾ'],arredar
['ɐ.tɐ.ka.du'],atacado
['mɨ.tal'],metal
['ɔɾ.kɛʃ.tɾɐ'],orquestra
['iʃ.pɨ.ɾɐ.tu'],esperanto
['pɾɐ.zi.u.di.mi.u'],praseodímio
['tõ.tu'],tonto
['gɾɐ.si.o.zu'],gracioso
['fɐj.u'],feio
['ɐ.si.nɐ.laɾ'],assinalar
['nɛ.ɔ.di.mi.u'],neodímio
['pɾu.mɛ.si.u'],promécio
['sɐ.ma.ɾi.u'],samário
['ɔɾ.fɐ.da.dɨ'],orfandade
['gɐ.du.li.ni.u'],gadolínio
['kɾu.e.zɐ'],crueza
['kõ.pɨ.ti.sɐw'],competição
['ku.nu.tɐ.sɐw'],conotação
['i.nĩ.tɨ.li.ʒi.vɛl'],ininteligível
['ĩ.kõ.pɾjẽ.si.vɛl'],incompreensível
['kõ.pɾjẽ.si.vɛl'],compreensível
['kɐ.zɐj.ɾu'],caseiro
['ɔɾ.gɐ.ni.gɾɐ.mɐ'],organigrama
['ɐ.mɨ.tiʃ.tɐ'],ametista
['pɨɾ.fu.mɨ'],perfume
['bɾi.ɔl'],briol
['siʒ.maɾ'],cismar
['pu.deɾ'],poder
['ɐ'],a
['ɐ.tlɐ.ti.ku'],atlântico
['ku.bɐ'],cuba
['dɐ.maʃ.ku'],damasco
['fuɾ.tɐ.le.zɐ'],fortaleza
['mɐ.dɐj.ɾɐ'],madeira
['poɾ.tu'],porto
['ʀu.si.u'],rossio
['tal'],tal
['i.fi.ʒji'],efígie
['i.lɐj.tu.ɾa.du'],eleitorado
['ẽ.pi.ɾi.ku'],empírico
['tɛɾ.bi.u'],térbio
['kõ.ʒũ.sɐw'],conjunção
['no.mɨ'],nome
['si.dɐ.dɐ.ni.ɐ'],cidadania
['fɾu.tu.o.zu'],frutuoso
['pɨɾiwdu'],período
['ʀɨ.lɐ.si.u.nɐ.mẽ.tu'],relacionamento
['pɾu.du.tu'],produto
['ɐjʃ.plu.diɾ'],explodir
['kõ.tɾi.bwĩ.tɨ'],contribuinte
['bu.taɾ'],botar
['du.mi.si.li.u'],domicílio
['kɐɾ.tɐj.ɾu'],carteiro
['ẽ.ʒɨ.ɲɐ.ɾi.ɐ'],engenharia
['ɐ.sɛ.su'],acesso
['ɐ.dʒu.di.kaɾ'],adjudicar
['di.ɾɐj.tɐ'],direita
['iʃ.pɔ.li.u'],espólio
['e.ɾɐ.sɐ'],herança
['mẽʃ.tɾwɐ.sɐw'],menstruação
['lɨ.ʒiʒ.lɐ.sɐw'],legislação
['lɨ.vɐ.taɾ'],levantar
['suʃ.pẽ.deɾ'],suspender
['ʃɨ.gaɾ'],chegar
['sɨ.mjaɾ'],semear
['pɨʃ.ki.zɐ'],pesquisa
['vi.tɔ.ɾi.ɐ'],vitória
['ɐ.pɾẽ.deɾ'],aprender
['ẽ.si.naɾ'],ensinar
['iʃ.kɾɨ.veɾ'],escrever
['iʃ.ku.vaɾ'],escovar
['sal.vaɾ'],salvar
['sɨɾ.kaɾ'],cercar
['ɐ.bɾɐ.saɾ'],abraçar
['maj.u'],maio
['ɐ.bɾil'],abril
['ow.tu.bɾu'],outubro
['ɐ.goʃ.tu'],agosto
['dɨ.zẽ.bɾu'],dezembro
['ʒu.ʎu'],julho
['ʒu.ɲu'],junho
['pɐɾ.tiɾ'],partir
['nɔɾ.mɐ'],norma
['mɐ.da.tu'],mandato
['mɐ.tɾi.si.dɐ'],matricida
['ʀɨ.zi.nɐ'],resina
['pɐ.paj.ɐ'],papaia
['ɐ.mi.ɐ.saɾ'],ameaçar
['sɐ.sɨɾ.dɔ.tɨ'],sacerdote
['ɐ.mu'],amo
['kɐɾ.vɐw'],carvão
['ku.mɨɾ.sjal'],comercial
['ĩ.ʃaɾ'],inchar
['tẽ.deɾ'],tender
['su.puɾ.taɾ'],suportar
['ɐɾ.deɾ'],arder
['dɨ.ʀɨ.teɾ'],derreter
['ɐ.ku.zaɾ'],acusar
['kõ.vẽ.seɾ'],convencer
['vɨʃ.tu.a.ɾi.u'],vestuário
['kul.paɾ'],culpar
['bɐ.teɾ'],bater
['ʀɨ.su.aɾ'],ressoar
['su.aɾ'],soar
['va.ʒɐj'],vagem
['tɾɐ.iɾ'],trair
['tɾɐʃ.fuɾ.maɾ'],transformar
['i.tɛ.ɾi.u'],etéreo
['sub.til'],subtil
['ta.tu'],tato
['ɐ.fɛ.tu'],afeto
['vaʃ.tu'],vasto
['ɐʃ.pɨɾ.ʒiɾ'],aspergir
['lɐ.saɾ'],lançar
['dɐj.taɾ'],deitar
['ba.ti.zaɾ'],batizar
['ɐ.kal.maɾ'],acalmar
['ẽ.tɾɨ.teɾ'],entreter
['sal.pi.kaɾ'],salpicar
['gu.zaɾ'],gozar
['gɾu.pu'],grupo
['si.glɐ'],sigla
['aw.di.sɐw'],audição
['fɾu.tu'],fruto
['fi.nɐ.sɐʃ'],finanças
['pɾe.su'],preço
['bu.ʒu.du'],bojudo
['bo.ʒu'],bojo
['ʀɨ.dɔɾ'],redor
['ʒɨɾ.mi.nɐ.sɐw'],germinação
['fɾɛ.gɨ.zi.ɐ'],freguesia
['ẽ.ʒɐj.ɲu'],engenho
['ĩ.pu.gnɐ.sɐw'],impugnação
['mɔ.ɾɐ'],mora
['bu.liɾ'],bulir
['dɨ.zɨ.ʒaɾ'],desejar
['bu.zi.naɾ'],buzinar
['vu.aɾ'],voar
['sal.taɾ'],saltar
['i.vɐ.pu.ɾaɾ'],evaporar
['vu.lɐ.ti.li.zaɾ'],volatilizar
['dɐ.saɾ'],dançar
['baj.laɾ'],bailar
['sɐ.sjaɾ'],saciar
['sɐ.tiʃ.fɐ.zeɾ'],satisfazer
['vɐ.zaɾ'],vazar
['mu.ʒiɾ'],mugir
['du.vi.daɾ'],duvidar
['dɨ.fẽ.deɾ'],defender
['i.vi.taɾ'],evitar
['dɨ.zẽ.pɐ.naɾ'],desempanar
['tɾɨ.paɾ'],trepar
['gɐ.gɨ.ʒaɾ'],gaguejar
['gɐ.ɾɐ.tiɾ'],garantir
['ɐ.sɨ.gu.ɾaɾ'],assegurar
['ɐ.gɾɐ.dɨ.seɾ'],agradecer
['ʀɨ.kõ.pẽ.saɾ'],recompensar
['gɐɾ.gɐ.ɾɨ.ʒaɾ'],gargarejar
['gɐ.ti.ɲaɾ'],gatinhar
['kɐ.fu.nɛ'],cafuné
['kõ.bɐ.teɾ'],combater
['gɨ.ʀjaɾ'],guerrear
['ĩ.di.vi.du.al'],individual
['fuɾ.taɾ'],furtar
['ɐb.ʃtẽ.sɐw'],abstenção
['viɾ.tu.dɨ'],virtude
['kõ.klu.iɾ'],concluir
['sɐ.sɐw'],sanção
['ʀɨ.vɨʃ.tiɾ'],revestir
['ɐ.gɐ.ʀaɾ'],agarrar
['pɾẽ.deɾ'],prender
['ɔ.fẽ.deɾ'],ofender
['iʃ.tɾɨ.mɨ.seɾ'],estremecer
['ɐ.ʀɨ.pjaɾ'],arrepiar
['ɐ.mu.le.tu'],amuleto
['tɐ.liʒ.mɐ'],talismã
['gɐ.ɲaɾ'],ganhar
['ʀɨ.sɨ.beɾ'],receber
['kɾɨʃ.seɾ'],crescer
['ẽ.bõ.dɐj.ɾu'],embondeiro
['lɨ.ʒiʒ.laɾ'],legislar
['ku.lu.kaɾ'],colocar
['pɐ.vi.mẽ.taɾ'],pavimentar
['kal.sɨ.taɾ'],calcetar
['pɨ.nɨ.tɾaɾ'],penetrar
['ɔ.fuʃ.kaɾ'],ofuscar
['kɐ.saɾ'],cansar
['ɐɾ.kɨ.ʒaɾ'],arquejar
['kɐ.pɐ.taʃ'],capataz
['kõ.tɾɐ.mɛʃ.tɾɨ'],contramestre
['iʃ.kɐ.paɾ'],escapar
['fu.ʒiɾ'],fugir
['ɔ.pɾɔ.bɾi.u'],opróbrio
['ẽ.baɾ.gu'],embargo
['diʃ.pɾɔ.zi.u'],disprósio
['tɾɐʃ.puɾ.taɾ'],transportar
['kɐʃ.ti.gaɾ'],castigar
['ʒu.vjal'],jovial
['ʒu.vi.ɐ.li.da.dɨ'],jovialidade
['kɐ.beɾ'],caber
['ʀa.bu'],rabo
['kʷa.tɾu.sẽ.tuʃ'],quatrocentos
['kal.du'],caldo
['kal.saɾ'],calçar
['kɐ.saɾ'],caçar
['dɨʃ.kɐʃ.kaɾ'],descascar
['ɐ.pɐ.ɲaɾ'],apanhar
['kõ.teɾ'],conter
['lẽ.bɾaɾ'],lembrar
['li.vɾaɾ'],livrar
['lɐ.bu.taɾ'],labutar
['ɐ.taɾ'],atar
['i.lu.mi.naɾ'],iluminar
['ɐ.lu.mjaɾ'],alumiar
['bɾi.ʎaɾ'],brilhar
['lu.ziɾ'],luzir
['mẽ.si.u.naɾ'],mencionar
['sɨ.kaɾ'],secar
['ẽ.ʃu.gaɾ'],enxugar
['sɨ.du.ziɾ'],seduzir
['pɐ.saɾ'],passar
['li.zõ.ʒjaɾ'],lisonjear
['bɐ.ʒu.laɾ'],bajular
['ɐ.du.laɾ'],adular
['ʀɨʃ.pɐj.taɾ'],respeitar
['mu.eɾ'],moer
['ɔʃ.si.laɾ'],oscilar
['bɐ.loj.saɾ'],baloiçar
['iʃ.ku.ʀɨ.gaɾ'],escorregar
['tɾu.pɨ.saɾ'],tropeçar
['su.vaɾ'],sovar
['iʃ.pɐ.kaɾ'],espancar
['ẽ.ʀu.laɾ'],enrolar
['ẽ.vol.veɾ'],envolver
['ẽ.ʀow.paɾ'],enroupar
['tɾɐʒ.mi.tiɾ'],transmitir
['ɐ.lõ.gaɾ'],alongar
['ʀu.laɾ'],rolar
['ɐ.lu.gaɾ'],alugar
['pɐ.gaɾ'],pagar
['li.daɾ'],lidar
['dɨ.bɐ.teɾ'],debater
['leɾ'],ler
['ɐ.mɐ.du.ɾɨ.seɾ'],amadurecer
['i.mɐ.gɾɨ.seɾ'],emagrecer
['mɐ.ɾɐ.ku.ʒa'],maracujá
['ẽ.fɐj.ti.saɾ'],enfeitiçar
['gɐ.ɾɐ.ʒiʃ.tɐ'],garagista
['kɾi.a.dɐ'],criada
['mɨ.teɾ'],meter
['ʀi.ɐ.ʒiɾ'],reagir
['pal.pi.taɾ'],palpitar
['mɨ.diɾ'],medir
['kɐ.vaɾ'],cavar
['iʃ.kɐ.vaɾ'],escavar
['mĩ.gu.aɾ'],minguar
['ĩ.ti.mi.daɾ'],intimidar
['ɐd.vɨɾ.tiɾ'],advertir
['ẽ.bɨ.beɾ'],embeber
['dɨʒ.guʃ.taɾ'],desgostar
['mɐ.gu.aɾ'],magoar
['ẽ.tɾiʃ.tɨ.seɾ'],entristecer
['ẽ.gɐ.naɾ'],enganar
['ẽ.di.ɾɐj.tɐ'],endireita
['ĩ.siʃ.tiɾ'],insistir
['sol.daɾ'],soldar
['ẽ.ʃeɾ'],encher
['ĩ.pɾɨ.gnaɾ'],impregnar
['ẽ.su.paɾ'],ensopar
['pɨ.diɾ'],pedir
['mẽ.di.gaɾ'],mendigar
['ẽ.tẽ.deɾ'],entender
['pɨɾ.sɨ.beɾ'],perceber
['ɐ.ta.ʎu'],atalho
['ɐ.suʃ.taɾ'],assustar
['ɐ.mɨ.dɾõ.taɾ'],amedrontar
['pɐɾ.tɐj.ɾɐ'],parteira
['iʃ.pu.ɾa.di.ku'],esporádico
['ta.si.tɐ.mẽ.tɨ'],tacitamente
['mu.ʎɨ.ɾẽ.gu'],mulherengo
['pɾu.ʃɨ.soɾ'],professor
['ku.ɾɐ'],cura
['sɨ.kɾɨ.ta.ɾi.ɐ'],secretária
['iʃ.kɾi.vɐ.ni.ɲɐ'],escrivaninha
['ʃi.tɐ'],chita
['tɛk.ni.kɐ'],técnica
['ta.ti.kɐ'],tática
['ta.ksi'],táxi
['tɨɾ.sɐj.ɾɐ'],terceira
['tɾɨ.meɾ'],tremer
['tɾɨ.zẽ.tuʃ'],trezentos
['iʃ.ku.ɾaɾ'],escorar
['ɐ.fli.ʒiɾ'],afligir
['ɐ.tuɾ.mẽ.taɾ'],atormentar
['tõ.baɾ'],tombar
['iʃ.tɐ.tɨ.laɾ'],estatelar
['tɨɾ.mi.naɾ'],terminar
[''],empregar
['u.tɨ.li.zaɾ'],utilizar
['vĩ.gaɾ'],vingar
['ɐ.vɐ.ɾj.aɾ'],avariar
['iʃ.tɾɐ.gaɾ'],estragar
['ʀɨ.bu.kaɾ'],rebocar
['i.ʀi.taɾ'],irritar
['ʃɐ.tjaɾ'],chatear
['sɨ.giɾ'],seguir
['vi.ʒjaɾ'],vigiar
['ɐjʃ.tuɾ.kiɾ'],extorquir
['ʀow.baɾ'],roubar
['kõ.viɾ'],convir
['fɾu.ti.fi.kaɾ'],frutificar
['ʀɨ.pɐ.ɾaɾ'],reparar
['dɨ.fi.ɲaɾ'],definhar
['ẽ.fɾɐ.kɨ.seɾ'],enfraquecer
['dɨ.bɨ.li.taɾ'],debilitar
['ʃu.taɾ'],chutar
['põ.tɐ.pjaɾ'],pontapear
['su.ʒaɾ'],sujar
['pu.lu.iɾ'],poluir
['tuɾ.vaɾ'],turvar
['ẽ.ʃɐ.gu.aɾ'],enxaguar
['ʀa.di.u.gɾɐ.fi.ɐ'],radiografia
['kaɾt'],kart
['ɐ.ʀɨ.dɔ.ɾɨʃ'],arredores
['sɨɾ.kɐ.ni.ɐʃ'],cercanias
['i.ʀaɾ'],errar
['ɐɾ.maɾ'],armar
['ɐ.ʃaɾ'],achar
['muɾ.diʃ.kaɾ'],mordiscar
['ɐ.lɐ.zɐw'],alazão
['fu.ɾẽ.sɨ'],forense
['ɐɾ.tɛ.ɾi.ɔʃ.klɨ.ɾɔ.zɨ'],arteriosclerose
['ɐ.dʒu.di.kɐ.sɐw'],adjudicação
['ɐ.dʒu.di.kɐ.doɾ'],adjudicador
['dɨʃ.seɾ'],descer
['dɨʃ.pɨ.diɾ'],despedir
['dɨʒ.maj.aɾ'],desmaiar
['dɨ.sɨ.diɾ'],decidir
['ʀɨ.zol.veɾ'],resolver
['iʒ.mɐ.gaɾ'],esmagar
['iʃ.kɐ.kɐ.ɾaɾ'],escancarar
['fɨ.deɾ'],feder
['fɨ.ɾiɾ'],ferir
['fĩ.ʒiɾ'],fingir
['iʃ.fɾɨ.gaɾ'],esfregar
['ɐ.ɾɨ.ʒaɾ'],arejar
['fu.ʀaɾ'],forrar
['ʀɐʒ.gaɾ'],rasgar
['di.lɐ.sɨ.ɾaɾ'],dilacerar
['ɐ.ʀɐ.ɲaɾ'],arranhar
['fũ.diɾ'],fundir
['ɐ.gwɐɾ.daɾ'],aguardar
['dɨʃ.pɨ.dɐ.saɾ'],despedaçar
['pi.o.ʎu'],piolho
['ɐ.gɾɐ.daɾ'],agradar
['ʒɨ.ɾaɾ'],gerar
['ʒĩ.gaɾ'],gingar
['iʒ.vɐ.zjaɾ'],esvaziar
['ʀɔ.tu.lɐ'],rótula
['ɐ.kɾɨ.di.taɾ'],acreditar
['kɾeɾ'],crer
['kɐj.maɾ'],queimar
['iʃ.kẽ.taɾ'],esquentar
['kɾi.aɾ'],criar
['kɐ.ʀɨ.gaɾ'],carregar
['ʀɐʃ.paɾ'],raspar
['kõ.vɨɾ.saɾ'],conversar
['ku.zeɾ'],coser
['ku.ʀeɾ'],correr
['flu.iɾ'],fluir
['ẽ.kõ.tɾaɾ'],encontrar
['su.kaɾ'],socar
['ʀɨʃ.põ.deɾ'],responder
['pẽ.saɾ'],pensar
['kõ.vi.daɾ'],convidar
['nɐ.daɾ'],nadar
['ɐ.ʀɐ.ʒaɾ'],arranjar
['eɾ.daɾ'],herdar
['lɐɾ.gaɾ'],largar
['ʀɨ.su.naɾ'],ressonar
['mɔ.kɐ'],moca
['fi.lɐj.ɾɐ'],fileira
['mɐ.daɾ'],mandar
['kɨ.ɾeɾ'],querer
['maʃ.kɐ.ɾɐ'],máscara
['nɐ.vɨ.gaɾ'],navegar
['ʀɨʒ.mũ.gaɾ'],resmungar
['pal.pɨ.bɾɐ'],pálpebra
['vɐ.poɾ'],vapor
['pɛɾ.tu'],perto
['ɔ.ku.luʃ'],óculos
['ku.ɾe.tu'],coreto
['tɨ.naʃ'],tenaz
['ka.bɾɐ'],cabra
['al.fɐj.a.tɨ'],alfaiate
['kuɾ.tu'],curto
['ẽ.tɾɛ.gɐ'],entrega
['ẽ.tɾɨ.gaɾ'],entregar
['iʃ.kɐ.dɐ.ɾi.ɐ'],escadaria
['ẽ.ʀuʃ.kaɾ'],enroscar
['ĩ.tɾi.gaɾ'],intrigar
['bɐ.lɐ.saɾ'],balançar
['ʃɐ.maɾ'],chamar
['ʀɨ.zu.mu'],resumo
['pu.ʃaɾ'],puxar
['muɾ.se.gu'],morcego
['bɐ.ʀɔ.tɨ'],barrote
['flu.ʀɛʃ.tɐ'],floresta
['kuʃ.pu'],cuspo
['bɐ.bu'],bambu
['tɐ.boɾ'],tambor
['mɐ.ʃa.du'],machado
['ɐ.bɐj.ʎɐ'],abelha
['go.mɐ'],goma
['fɛ.ku.lɐ'],fécula
['saj.tɨ'],site
['low.voɾ'],louvor
['e.lɛ.ni.ku'],helénico
['dɨ.li.bɨ.ɾɐ.sɐw'],deliberação
['ʀɨ.zu.lu.sɐw'],resolução
['ɐ.dɾɔ.ʒi.nu'],andrógino
['dɨʃ.pu.lɨ.taɾ'],despoletar
['li.dɨ'],lide
['miʃ.tɛɾ'],mister
['ɐ.lõ.gɐ.mẽ.tu'],alongamento
['ʀɨ.zɐj.ɲɐ'],resenha
['vɨ.da.du'],vedado
['ʀja.ti.vu'],reativo
['sɨ.lɨ.ɾi.da.dɨ'],celeridade
['sɛ.lɨ.ɾɨ'],célere
['ɔl.mi.u'],hólmio
['al.fɐ.dɨ.gɐ'],alfândega
['ku.di.fi.kaɾ'],codificar
['lɐ.vɾaɾ'],lavrar
['ʀɨʃ.põ.sɐ.bi.li.da.dɨ'],responsabilidade
['fɐj.toɾ'],feitor
['i.gnɔ.bil'],ignóbil
['i.gnu.mi.ni.ɐ'],ignomínia
['ĩ.di.ʒɨ.nɐ'],indígena
['si.ʒi.lu'],sigilo
['ʃu.vɐj.ɾu'],chuveiro
['ĩ.diʃ.pẽ.sa.vɛl'],indispensável
['fe.mi.ɐ'],fêmea
['ɐɾ.ma.du'],armado
['i.lɛ.tɾɔ.kaɾ.di.u.gɾɐ.mɐ'],eletrocardiograma
['ɐ.bɾi.gu'],abrigo
['kɐ.nɛ.kɐ'],caneca
['nɐ.mu.ɾa.du'],namorado
['e.kli.psɨ'],eclipse
['bi.ɔ.ʒɛ.nɨ.zɨ'],biogénese
['ɔm.ni.pu.tẽ.tɨ'],omnipotente
['di.vɨɾ.ʒẽ.tɨ'],divergente
['fɐɾ.fɐ.ʎaɾ'],farfalhar
['fi.lɐ.mẽ.tu'],filamento
['flu.ksu'],fluxo
['ɐ.fu.gaɾ'],afogar
['fluj.du'],fluido
['fɾɐ.tɾi.si.di.u'],fratricídio
['nɐ.sɐw'],nação
['mɐ.ɾi.ti.mu'],marítimo
['di.ʒɨʃ.tɐw'],digestão
['siɾ.ku.laɾ'],circular
['kɐ.zal'],casal
['pɾɔ.tɔ.kɔ.lu'],protocolo
['iʃ.pɐ.ni.ku'],hispânico
['ʀɐ.i.ɲɐ'],rainha
['ɔ.ʎaɾ'],olhar
['i.nɐ.lɐ.sɐw'],inalação
['i.nɐ.laɾ'],inalar
['i.nu.maɾ'],inumar
['li.ki.dɐ.sɐw'],liquidação
['li.ki.daɾ'],liquidar
['ĩ.tɨɾ.ʒɐj.sɐw'],interjeição
['ʒuʃ.ti.sɐ'],justiça
['ʀɨ.vu.lu.sɐw'],revolução
['ɐ.bi.sɐw'],ambição
['kɐ.bu.laɾ'],cabular
['i.zɔ.tu.pu'],isótopo
['mi.tu'],mito
['kuʒ.mu.pu.li.tɐ'],cosmopolita
['ʀɨ.pɾe.zɐ'],represa
['tuɾ.tu.ɾɐ'],tortura
['fu.bi.ɐ'],fobia
['nɔ.tuɾ.nu'],noturno
['ẽ.baj.ʃɐ.doɾ'],embaixador
['ɐ.ʃa.du'],achado
['ɐ.di.taɾ'],aditar
['ɐ.du.ɛ.lɐ'],aduela
['ɐ.ɾjaɾ'],arear
['kõ.kuɾ.dɐ.tɨ'],concordante
['awʃ.kul.taɾ'],auscultar
['kõ.pɨ.tẽ.si.ɐ'],competência
['vi.ʒẽ.si.ɐ'],vigência
['fɾag.mẽ.tu'],fragmento
['ĩ.tɨɾ.pɾɨ.tɐ.sɐw'],interpretação
['ɐjʃ.pli.kɐ.sɐw'],explicação
['i.zɨ.ʒɛ.zɨ'],exegese
['ɛɾ.bi.u'],érbio
['pɨ.dɔ.fi.li.ɐ'],pedofilia
['pa.ɾi.ɐ'],pária
['aw.tok.tu.nɨ'],autóctone
['tu.li.u'],túlio
['i.tɛɾ.bi.u'],itérbio
['lu.tɛ.si.u'],lutécio
['ɐ.zu.la.du'],azulado
['ɐ.mɐ.ɾɨ.la.du'],amarelado
['iʒ.vɨɾ.dja.du'],esverdeado
['ɐ.lɐ.ɾɐ.ʒa.du'],alaranjado
['ɐ.sĩ.zẽ.ta.du'],acinzentado
['iʒ.bɾɐ.ki.sa.du'],esbranquiçado
