SriLanka_creole,phonetic_transcription,Portuguese_definition,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
Casa-porta,kaza poɾta,"governo da casa, negócios domésticos","house government, domestic business",noun,,,,,"governo da casa, negócios domésticos",,
Casião,kaziaːo,ocasião,occasion,noun,,,,"Casião, cassião, occasião. Cfr. cupaçáo.",occasião,,143.0
Cassa,kasa,caixa,box,noun,,,,"Cassa, caixa. Cassâo, caixão.",caixa,,143.0
Cassão,kasaːo,caixão,coffin,noun,,,,,caixão,,
Castella,kastela,castelo,castle,noun,,,,"Castella, castellé, castello.",castello,,143.0
castellé,kasteleː,castelo,castle,noun,,,,"Castella, castellé, castello.",castello,,143.0
Castigação,kastigasaːo,castigo,punishment,noun,,,,Castigaçâo (C A.)^ castigo.,castigo,,143.0
Cativeira,katiʋeiɾa,cativa,captive,adjective,,,,"Cativeira, captiva.",captiva,,143.0
Catividade,katiʋidade,cativeiro,captivity,noun,,,,"Catividade, captiveiro. Cfr. duvidade, sobredade.",captiveiro,,143.0
Catàrr,kataːr,catarro,catarrh,noun,,,,"Catàrr, catarrho. Cfr. pelour.",catarrho,,143.0
Causo,kauzo,causa,cause,noun,,,,"Causo, causa. Causedor, causador.",causa,,143.0
Cavador,kaʋadoɾ,"acabador, consumador",finisher,noun,Macao creole,,,"Cava. V. CABA. Dial. mac. Cavador, acabador, consum-mador. Gavertá por cavar.","acabador, consumador",,143.0
Cavalheria,kaʋaʎeɾia,cavalaria,armoured corps,noun,,,,"Cavalheria, cavallaria.",cavallaria,,143.0
Cavente,kaʋente,acabando,ending,GER,,,,"Cavente, acabando.",acabando,,143.0
Cavelyéro,kaʋelʲeːɾo,cavalheiro,gentleman,noun,,,,"Caveljéro, cavalheiro. Cfr. filjo, iljarga.",cavalheiro,,143.0
Cavelo,kaʋelo,cabelo,hair,noun,,,,"Cavelo, cavelho, cabello.",cabello,,143.0
Caverno,kaʋeɾno,caverna,cavern,noun,,,,"Caverno, caverna.",caverna,,143.0
Caxa,kaʃa,queixa,complaint,noun,,,,"Caxa {Br. 2), queixa. V.",queixa,,143.0
Cendê,sendeː,acender,light,verb,,,,"Cendô (A^. T.), accender. V.",accender,,143.0
Cento,sento,"cento, cem",hundred,numeral,Cochin creole,,,"Cento, centa, cento, cem (desus.). Dial. coch.","cento, cem",,143.0
centa,senta,"cento, cem",hundred,numeral,Cochin creole,,,"Cento, centa, cento, cem (desus.). Dial. coch.","cento, cem",,143.0
Cents,sents,cêntimos,cents,noun,English,,,"Cents, cêntimos (moeda).— Ingl.",cêntimos,,143.0
Ceremonio,seɾemonio,cerimónia,ceremony,noun,,,,"Ceremonio, cerimonia.",cerimonia,,143.0
Certeza,seɾteza,"certeza, certo","sure, right",noun,,,,"Certeza, certézè, certeza; certo. Mais us. nesta accepção.","certeza, certo",,143.0
certézè,seɾteːzeː,"certeza, certo","sure, right",noun,,,,"Certeza, certézè, certeza; certo. Mais us. nesta accepção.","certeza, certo",,143.0
Chabuco,t̠ʃabuko,"chicote, azorrague",whip,noun,Persian,,Istori de San Clear,"Chabuoo, chabuca, chicote, azorrague. Chabuco: dial. mac —Pers. ^^^fl-a^ {chãbuk). T. nos prákritos. Chabucá, chicotar.","chicote, azorrague",,143.0
chabuca,t̠ʃabuka,"chicote, azorrague",whip,noun,Persian,,Istori de San Clear,"Chabuoo, chabuca, chicote, azorrague. Chabuco: dial. mac —Pers. ^^^fl-a^ {chãbuk). T. nos prákritos. Chabucá, chicotar.","chicote, azorrague",,143.0
Chalo,t̠ʃalo,chalé,chalet,noun,,,,"Chalo, chalé.",chalé,,143.0
Chan,t̠ʃan,chão,ground,noun,,,,"Cban, chão.",chão,,143.0
Chap,t̠ʃap,loja,shop,noun,English,,,"Chap, loja. — Ingl. shop. T. em singl.",loja,,143.0
Chápè,t̠ʃaːpeː,chapa,sheet,noun,,,,"Chápè, chapa (t, us.); sello.",chapa,,143.0
Chape,t̠ʃape,chapéu,hat,noun,"Capeverdean creole, Diu creole",,,"Chape, chapéu. Dial. divde Mahé, cab.",chapéu,,143.0
Chart,t̠ʃaɾt,mapa,chart,noun,English,,,"Chart, carta, mappa. — Ingl.",mapa,,143.0
Chela,t̠ʃela,regatas,regatta,noun,,All Portuguese-based creoles of India,Istori de San Clear,"Cheia, «cheia»regatas. Comm. — Sansk. t4^ {cheia).",regatas,,143.0
Chéo,t̠ʃeːo,cheio,full,adjective,Macao creole,,,"Chéo, cheio. Dial. mac. Cfr. féo, viéo.",cheio,,143.0
Chéro,t̠ʃeːɾo,cheiro,odour,noun,,,,"Chéro, chiero, chiesto, cbisto, cheiro. Chisto, cheiroso, odoroso.",cheiro,,143.0
chiero,t̠ʃieɾo,cheiro,odour,noun,,,,"Chéro, chiero, chiesto, cbisto, cheiro. Chisto, cheiroso, odoroso.",cheiro,,143.0
chiesto,t̠ʃiesto,cheiro,odour,noun,,,,"Chéro, chiero, chiesto, cbisto, cheiro. Chisto, cheiroso, odoroso.",cheiro,,143.0
chisto,t̠ʃisto,cheiro,odour,noun,,,,"Chéro, chiero, chiesto, cbisto, cheiro. Chisto, cheiroso, odoroso.",cheiro,,143.0
Chisto,t̠ʃisto,"cheiroso, odoroso","fragrant, odorous",adjective,,,,,"cheiroso, odoroso",,
Chiado,t̠ʃiado,"astuto, ladino, malicioso","cunning, rogue, malicious",noun,"Konkani, Marathi",,,"Chiado, astuto, ladino, malicioso. Cheadice, chediça, chidiça, chidice, astúcia, tre-dice. Chedice-litigua, lingua fraudulenta. — Konk. -ctllA (chyâd)mar. ""^^U {chhadmí)sansk. fe |&lt;|H {chhadmin).","astuto, ladino, malicioso",,143.0
Cheadice,t̠ʃeadise,"astúcia, tredice",cunning,noun,,,,,"astúcia, tredice",,
chediça,t̠ʃedisa,"astúcia, tredice",cunning,noun,,,,,"astúcia, tredice",,
chidiça,t̠ʃidisa,"astúcia, tredice",cunning,noun,,,,,"astúcia, tredice",,
chidice,t̠ʃidise,"astúcia, tredice",cunning,noun,,,,,"astúcia, tredice",,
Chedice-lingua,t̠ʃedise lingua,língua fraudulenta,fraudulent language,noun,,,,,lingua fraudulenta,,
China-patàz,t̠ʃina pataːs,foguete de ar,air rocket,noun,Malay,,,"China-patàz, foguete de ar. — De China e ■,r'~. {patas)malaio.",foguete de ar,,143.0
Chinglà,t̠ʃinglaː,cingalês,Singhalese,noun,,,,"Chinglà, Sinhala. — Sansk. U1«çr&lt;i {simhala).",Sinhala,,143.0
Chipi,t̠ʃipi,concha,shell,noun,"Konkani, Marathi",,,"Chipi, concha. Dicc. Con-temp. diz: «Chipo, ostra que dá o aljôfar». —Tam. e mall. ^LJl51 {chippi), konk. e mar. fwft {simpt).",concha,,143.0
Chita,t̠ʃita,fazenda de algodão estampada a cores,color printed cotton cloth,noun,"Konkani, Marathi, Sinhala, Hindi",,Istori de San Clear,"Chita, fazenda de algodão estampada a côres. Còmm. T. em indo-English  (chintif). Do hind. s^&gt;;..^ ^ chhint. — Em",fazenda de algodão estampada a cores,,144.0
Chocarréa,t̠ʃokareːa,chocarrice,jest,noun,,,,"Ohocarréa,choqueria, choca rrice.",chocarrice,,144.0
choqueria,t̠ʃokeɾia,chocarrice,jest,noun,,,,"Ohocarréa,choqueria, choca rrice.",chocarrice,,144.0
Chomà,t̠ʃomaː,chamar,call,verb,"Capeverdean creole, Marathi",Dialectal Portuguese,,"Chomà, chamar. Dial. mac, cab. Chóma, chamamento; vocação.— Port. Dialetal Portuguese. chomar ou chiimar.",chamar,,144.0
Chóma,t̠ʃoːma,chamamento,calling,noun,,,,,chamamento,,
Chorrà,t̠ʃoraː,chorar,cry,verb,,,"O Bruffador, i periódico","Cliorrà [Br. i), churá, chorar. Cfr. virrá.",chorar,,144.0
churá,t̠ʃuɾaː,chorar,cry,verb,,,"O Bruffador, i periódico","Cliorrà [Br. i), churá, chorar. Cfr. virrá.",chorar,,144.0
Chóve,t̠ʃoːʋe,chuva,rain,noun,,,"O Bruffador, ii periódico","Chove {Br. 2), chuva.",chuva,,144.0
Cristendade,kɾistendade,Cristandade,christianity,noun,,,,"Christendade, christan-dade.",Cristandade,,144.0
Cristmas,kɾistmas,Natal,Christmas,noun,English,,,"Christmas, Natal (t. us.).— Ingl.",Natal,,144.0
Chuchadas,t̠ʃut̠ʃadas,golpes,blows,noun,,,"O Bruffador, i periódico, Novo testamento","Chuchadas {Br. i), golpes (fig.). Chuchado, ralado, remordido. «Tinha chuchado» {compiincti sunt. Act. Sy. 11, Dissecabantur. v, 33). N. T. de i852.",golpes,,144.0
Chuchado,t̠ʃut̠ʃado,"ralado, remordido",grated,adjective,,,,,"ralado, remordido",,
Chulo,t̠ʃulo,"archote, facho","torch, beam",noun,Sinhala,Old Portuguese,,"Chulo, archote, facho. — Singl. MrrTu^tq {chilokhuva).","archote, facho",,144.0
Chumà,t̠ʃumaː,"sem motivo, sem propósito","no reason, no purpose",adverb,"Mangalor creole, Tamil",,,"Chumà, sem motivo, sem propósito. Dial. mang.—Tam. di-LLlh^ {chutmnâ).","sem motivo, sem propósito",,144.0
Chumaço,t̠ʃumaso,"travesseiro, almofada","pillow, cushion",noun,,"Old Portuguese, All Portuguese-based creoles of India",,"Chumaço, travesseiro,almofada. Comm. — Port. arch.","travesseiro, almofada",,144.0
Chunambo,t̠ʃunambo,cal,lime,noun,"Tamil, Malay",,,"Chunambo, caX.Chuname em Gôa e outras partes. T. em indo-English {chunavi). —Tammall. drOPSfi^^LLi !_/  {chwviârhbu) ;",cal,,144.0
Chusmo,t̠ʃuzmo,"chusma, séquito, comitiva","mob, retinue, entourage",noun,,,,"Chusmo, chusma; séquito, comitiva.","chusma, séquito, comitiva",,144.0
Cinquo,sinkuo,cinco,five,numeral,,Old Portuguese,,"Cinquo, cinquè, cinco (mais us.). Cinquento, cincoenta (t. us.). Cinquo: port. arch.",cinco,,144.0
cinquè,sinkeː,cinco,five,numeral,,Old Portuguese,,"Cinquo, cinquè, cinco (mais us.). Cinquento, cincoenta (t. us.). Cinquo: port. arch.",cinco,,144.0
Cinquento,sinkento,cinquenta,fifty,numeral,,,,,cinquenta,,
Cintura,sintuɾa,"cintura, cinto, cinturão","waist, belt",noun,,,,"Cintura, cintura; cinto, cinturão. Cintura, cingir.","cintura, cinto, cinturão",,144.0
Cinturà,sintuɾaː,cingir,belt,verb,,,,,cingir,,
Circumcisá,siɾkumsizaː,circuncidar,circumcise,verb,English,,,"Circumcisá, circumciá, cir-cumcidar. Circumcido, circum-cidado. De circumcisão ou do ingl. to circumcise.",circumcidar,,144.0
circumciá,siɾkumsiaː,circuncidar,circumcise,verb,English,,,"Circumcisá, circumciá, cir-cumcidar. Circumcido, circum-cidado. De circumcisão ou do ingl. to circumcise.",circumcidar,,144.0
Circumcido,siɾkumsido,circuncidado,circumcised,adjective,,,,,circumcidado,,
Cizo,sizo,"siso, prudência, aviso, conselho, assisado, sábio, prudente","wisdom, prudence, warning, advice, assisted, wise, prudent",noun,,,,"Cijo, siso; prudência; aviso, conselho; assisado, sábio, prudente. Cizomente, sensatamente, prudentemente.","siso, prudência, aviso, conselho, assisado, sábio, prudente",,144.0
Cizomente,sizomente,"sensatamente, prudentemente","sensibly, prudently",adverb,,,,,"sensatamente, prudentemente",,
Clar,klaɾ,claro,clear,adjective,,,,"Ciar, claro. Clarmente, claramente. Cfr. desempar.",claro,,144.0
Clarmente,klaɾmente,claramente,clearly,adverb,,,,,claramente,,
Cóber,koːbeɾ,cobra,snake,noun,,,,"Cóber (fórm. mod.), cobra.",cobra,,144.0
Cobiço,kobiso,cobiça,greed,noun,,,,"Cobiço, cobiça.",cobiça,,144.0
Kófi,koːfi,café,coffee,noun,English,,,"Coffee (pron. kófi), café.— Ingl.",café,,144.0
Coidá,kojdaː,cuidar,care,verb,,,,"Coidá, cuidar (mais us.). Coidado, cuidado.",cuidar,,144.0
Coidado,kojdado,cuidado,caution,noun,,,,,cuidado,,
Çoità,sojtaː,açoitar,flog,verb,,,,"Çoità, açoitar.",açoitar,,144.0
Coitado,kojtado,"pobre, mendigo",poor beggar,adjective,,All Portuguese-based creoles of India,,"Coitado, pobre, mendigo. Comm.","pobre, mendigo",,144.0
Colleição,koleisaːo,coleção,collection,noun,,Old Portuguese,,"Colleiçâo, collecção. — Port. arch.",collecção,,144.0
Color,koloɾ,cor,colour,noun,English,Old Portuguese,,"Color, clor, côr (t. us.). — Color: port. arch. Talvez infl. do ingl.",cor,,144.0
clor,kloɾ,cor,colour,noun,English,Old Portuguese,,"Color, clor, côr (t. us.). — Color: port. arch. Talvez infl. do ingl.",cor,,144.0
Columno,kolumno,coluna,pillar,noun,,,,"Columno, columna.",columna,,144.0
Cóma,koːma,como,as,conjunction,Cochin creole,Old Portuguese,,"Coma (p. us.), come (p. us.), como. Coma: dial. coch.— Port. arch.",como,pouco usado,144.0
comè,komeː,como,as,conjunction,Cochin creole,Old Portuguese,,"Coma (p. us.), come (p. us.), como. Coma: dial. coch.— Port. arch.",como,pouco usado,144.0
Combersan,kombeɾsan,conversão,conversion,noun,,,,Combersan (fórm. mod.). V. CONVERSÃO.,conversão,forma moderna,144.0
Começa,komesa,começo,beginning,noun,,,,"Começa, começo.",começo,,144.0
Comedi,komedi,comédia,comedy,noun,,,,"Comedi, comédè, comedia. Cfr. istôri, mimôri.",comédia,,144.0
comédè,komeːdeː,comédia,comedy,noun,,,,"Comedi, comédè, comedia. Cfr. istôri, mimôri.",comédia,,144.0
Comera,komeɾa,comida,food,noun,,,"O Bruffador, ii periódico","Comera, comêrè, comero {Br. 2), comeira, comeria, comida. Cfr. podêra; lugária.",comida,,144.0
comêrè,komeːɾeː,comida,food,noun,,,"O Bruffador, ii periódico","Comera, comêrè, comero {Br. 2), comeira, comeria, comida. Cfr. podêra; lugária.",comida,,144.0
comero,komeɾo,comida,food,noun,,,"O Bruffador, ii periódico","Comera, comêrè, comero {Br. 2), comeira, comeria, comida. Cfr. podêra; lugária.",comida,,144.0
comeira,komeiɾa,comida,food,noun,,,"O Bruffador, ii periódico","Comera, comêrè, comero {Br. 2), comeira, comeria, comida. Cfr. podêra; lugária.",comida,,144.0
coméria,komeːɾia,comida,food,noun,,,"O Bruffador, ii periódico","Comera, comêrè, comero {Br. 2), comeira, comeria, comida. Cfr. podêra; lugária.",comida,,144.0
Comers,komeɾs,comeres,foods,noun,,,,"Comers, comeres. Us. só no pi. Cír. fali ar s.",comeres,,145.0
Comfortable,komfoɾtable,confortativo,comfortable,adjective,English,,,"Comfortable, confortati-vo. — Ingl.",confortativo,,145.0
Comidá,komidaː,convidar,invite,verb,,,,"Comida, convidar. Comida-ção, convite.",convidar,,145.0
Comidação,komidasaːo,convite,invitation,noun,,,,,convite,,
Commettá,kometːaː,cometer,commit,verb,,,,"Commettá, comité (Gomes), commetter. Cfr. perverta.",commetter,,145.0
Comménda,komeːnda,"ordem, mandado","order, warrant",noun,English,,,"Comménda, ordem, mandado.— Ingl. commani.","ordem, mandado",,145.0
Comminhão,komiɲaːo,comunhão,communion,noun,,,,"Comminhão, communião p. us.), communhão.",communnião,pouco usado,145.0
Communigá,komunigaː,comungar,communicate,verb,English,,,"Communigá (Gomes), com-mungar. — Intl. do ingl. to com-municate.",commungar,,145.0
Companha,kompaɲa,"companhia, multidão, turba","company, crowd, mob",noun,Macao creole,Old Portuguese,,"Companha, compinha (menos us.), companhia; multidão, turba. Companha, compinha, acompanhar. Companhamen-to, companhimento, compi-nhamento, acompanhamento. Compinhador, acompanha-dor. — Companha: dial. mac.; port. archmarítimo e dialectal.","companhia; multidão, turba",,145.0
compinha,kompiɲa,"companhia, multidão, turba","company, crowd, mob",noun,Macao creole,Old Portuguese,,"Companha, compinha (menos us.), companhia; multidão, turba. Companha, compinha, acompanhar. Companhamen-to, companhimento, compi-nhamento, acompanhamento. Compinhador, acompanha-dor. — Companha: dial. mac.; port. archmarítimo e dialectal.","companhia; multidão, turba",,145.0
Companhà,kompaɲaː,acompanhar,accompany,verb,,,,,acompanhar,,
compinhà,kompiɲaː,acompanhar,accompany,verb,,,,,acompanhar,,
Companhamen-to,kompaɲamen to,acompanhamento,accompaniment,noun,,,,,acompanhamento,,
companhimento,kompaɲimento,acompanhamento,accompaniment,noun,,,,,acompanhamento,,
compinhamento,kompiɲamento,acompanhamento,accompaniment,noun,,,,,acompanhamento,,
Compinhador,kompiɲadoɾ,acompanhador,escort,noun,,,,,acompanhador,,
Companhério,kompaɲeːɾio,companheiro,partner,noun,,,Novo testamento,"Companhério {N. T.), com-pinheiro, companheiro. Mais us. cambrado.",companheiro,,145.0
compinheiro,kompiɲeiɾo,companheiro,partner,noun,,,Novo testamento,"Companhério {N. T.), com-pinheiro, companheiro. Mais us. cambrado.",companheiro,,145.0
Compania,kompania,companhia militar,military company,noun,English,,"O Bruffador, ii periódico","Compania [Br. 2), companhia militar. — Despalat. por infl. do ingl. company.",companhia militar,,145.0
Competè,kompeteː,"competir, convir, pertencer","compete, agree, belong",verb,,,,"Compete, competá (p. us.), competir; convir; pertencer (desus.). Competido, conveniente, justo, próprio. Compe-tidomente, competidamente.","competir, convir, pertencer",pouco usado,145.0
competá,kompetaː,"competir, convir, pertencer","compete, agree, belong",verb,,,,"Compete, competá (p. us.), competir; convir; pertencer (desus.). Competido, conveniente, justo, próprio. Compe-tidomente, competidamente.","competir, convir, pertencer",pouco usado,145.0
Complemento,komplemento,cumprimento,compliment,noun,English,,"O Bruffador, ii periódico","Complemento {Br. 2), cumprimento.— Infl. do ingl. com-pliment.",cumprimento,,145.0
Compridão,kompɾidaːo,comprimento,length,noun,,,"O Bruffador, i periódico","Compridão (p. us.), com-perdão, compramento {Br. i), comprimento. — De comprido.",comprimento,pouco usado,145.0
comperdão,kompeɾdaːo,comprimento,length,noun,,,"O Bruffador, i periódico","Compridão (p. us.), com-perdão, compramento {Br. i), comprimento. — De comprido.",comprimento,pouco usado,145.0
compramento,kompɾamento,comprimento,length,noun,,,"O Bruffador, i periódico","Compridão (p. us.), com-perdão, compramento {Br. i), comprimento. — De comprido.",comprimento,pouco usado,145.0
Comtodo,komtodo,contudo,however,adverb,,,,"Comtodo, comtudo.",comtudo,,145.0
Con'cé,konəseː,conhecer,know,verb,,,Elucidário de Viterbo,"Con'cé, conhecer. Elucid.: conecer, cotiocer, cunucer.",conhecer,,145.0
Cóncert,koːnseɾt,concerto musical,music concert,noun,English,,,"Cóncert, concerto musical.— Ingl.",concerto musical,,145.0
Concertá,konseɾtaː,"concertar, fabricar, construir, formar","fix, manufacture, build, form",verb,Marathi,,,"Concerta, concertar; fabricar, construir, formar.","concertar, fabricar, construir, formar",,145.0
Concérta,konseːɾta,"concerto, pacto","concert, pact",noun,,,,"Concerta {N. 7!), concerto, pacto.","concerto, pacto",,145.0
Concià,konsiaː,"aconselhar,tomar conselho, consultar, deliberar","advise, take advice, consult, deliberate",verb,,,,"Concià, conselhar (ant.), tomar conselho, consultar, deliberar.","conselhar,tomar conselho, consultar, deliberar",,145.0
Condiná,kondinaː,condenar,condemn,verb,,,,"Condiná, condemnar. Con-dinação, condemnação (t. us.).",condenar,,145.0
Condinação,kondinasaːo,condenação,sentence,noun,,,,,condenação,,
Confessão,konfesaːo,confesso,confess,adjective,,Portuguese-based creoles of Indian mainland,,"Confessão, confesso (mais us.). Confesso: dialectal no cont. Cfr. professão; bén^a, relijio.",confesso,,145.0
confesso,konfeso,confesso,confess,adjective,,Portuguese-based creoles of Indian mainland,,"Confessão, confesso (mais us.). Confesso: dialectal no cont. Cfr. professão; bén^a, relijio.",confesso,,145.0
Confiador,konfiadoɾ,"fiel, cristão","faithful, christian",adjective,,,,"Confiador, fiel; christao. Confiadeira, fiel. Cfr. merca-deira.","fiel, cristao",,145.0
Confidença,konfidensa,confiança,confidence,noun,English,,,"Coníidença, confiança (mais us.). — Ingl. confidence.",confiança,,145.0
Confina,konfina,confim,end,adverb,,,,"Confina, confim. Cfr. irmana, capitano.",confim,,145.0
Conforma,konfoɾma,conforme,in accordance,preposition,,,,"Conforma, conforme (mais us.).",conforme,,145.0
Confundá,konfundaː,confundir,confuse,verb,,,,"Confunda, confundir.",confundir,,145.0
Confusado,konfuzado,confuso,confused,adjective,English,,,"Confusado, confusadoso, confuso. — De confusão ou do ingl. confused.",confuso,,145.0
condusadoso,konduzadozo,confuso,confused,adjective,English,,,"Confusado, confusadoso, confuso. — De confusão ou do ingl. confused.",confuso,,145.0
Consciancia,konsiansia,consciência,conscience,noun,,,,"Consciancia, conscencia, consciência (t. us.).",consciência,,145.0
conscencia,konsensia,consciência,conscience,noun,,,,"Consciancia, conscencia, consciência (t. us.).",consciência,,145.0
Consecrá,konsekɾaː,consagrar,consacrate,verb,English,,,"Consecrá, consagrar. Con-secração, consagração, sa-gração. — Infl. do ingl. to con-sacrate.",consagrar,,145.0
Consecração,konsekɾasaːo,consagração,consecration,noun,,,,,consagração,,
Conselà,konselaː,consolar,console,verb,,,,"Conselà, consolar. Con-selação, consalação, consolação. Conseledor, consolador.",consolar,,145.0
Conselação,konselasaːo,consolação,consolation,noun,,,,,consolação,,
consalação,konsalasaːo,consolação,consolation,noun,,,,,consolação,,
Conselador,konseladoɾ,consolador,consoling,noun,,,,,consolador,,
Conselyo,konselʲo,conselho,advice,noun,,,"O Bruffador, i periódico","Conseljo, conselho. Conse-Iharo {Br. i), conselhéro, con-",conselho,,145.0
Conselharo,konseʎaɾo,conselheiro,counselor,noun,,,,"seleiro, conselheiro. Cfr. Jiljo, oljo; artilháris.",conselheiro,,146.0
conselhéro,konseʎeːɾo,conselheiro,counselor,noun,,,,"seleiro, conselheiro. Cfr. Jiljo, oljo; artilháris.",conselheiro,,146.0
conseleiro,konseleiɾo,conselheiro,counselor,noun,,,,"seleiro, conselheiro. Cfr. Jiljo, oljo; artilháris.",conselheiro,,146.0
Consente,konsente,"consenso, acordo",agreement,noun,English,,Novo testamento,"Consente {N. 7"".), consenso, accordo. — Ingl. consent.","consenso, acordo",,146.0
Consequences,konsekenses,consequências,consequences,noun,English,,,"Consequences, consequências. — Infl. do ingl. ?",consequências,,146.0
Consistá,konsistaː,consistir,consist,verb,,,,"Consista, consistir.",consistir,,146.0
Constrangà,konstɾangaː,constranger,constrain,verb,,,,"Constrangà, (A^. Tl), constranger (desus.).",constranger,,146.0
Constructado,konstɾuktado,construido,constructed,adjective,English,,,"Constructado {Br. 2), con-struido. — Ingl. constructed.",construido,,146.0
Consuma,konsuma,"consumpção, tísica",consumption,noun,,,,"Consuma, consumpção, ti-sica. Cfr. confesso, bén^a.","consumpção, tisica",,146.0
Conta-papel,konta papel,papel de conta,bill,noun,,,,"Conta-papel, papel de conta. Mais us. bill.",papel de conta,,146.0
Contendo,kontendo,conteúdo,contents,noun,English,,,"Contendo, conteúdo. — Do ingl. contents.",conteúdo,,146.0
Contentado,kontentado,contente,glad,adjective,,,,"Contentado, contente. Cfr. alegrado.",contente,,146.0
Conter,konteɾ,contra,against,preposition,,,,"Conter (fórm. mod.), contra.",contra,forma moderna,146.0
Contino,kontino,contínuo,continuous,adjective,English,,,"Contino, continuai, continuo. Continualmente, continuamente. — Contino: port. arch. e dial. Continuai: ingl.",continuo,,146.0
continual,kontinual,contínuo,continual,adjective,English,,,"Contino, continuai, continuo. Continualmente, continuamente. — Contino: port. arch. e dial. Continuai: ingl.",continuo,,146.0
Continualmente,kontinualmente,continuamente,continuously,adverb,,,,,continuamente,,
Contradizão,kontɾadizaːo,contradição,contradiction,noun,,,,"Contradizão, contradiza, contradicção. — De contradisse.",contradicção,,146.0
contradiza,kontɾadiza,contradição,contradiction,noun,,,,"Contradizão, contradiza, contradicção. — De contradisse.",contradicção,,146.0
Contrairo,kontɾaiɾo,contrário,contrary,noun,,Old Portuguese,,"Contrairo, contrario. — Port. arch.",contrario,,146.0
Contriá,kontɾiaː,"contrariar, contradizer",contradict,verb,,,,"Contriá, contrariar, contradizer. Contriação, contradicção; discussão, debate.","contrariar, contradizer",,146.0
Contriação,kontɾiasaːo,"contradição, discussão, debate","contradiction, discussion, debate",noun,,,,,"contradicção, discussão, debate",,
Conversão,konʋeɾsaːo,conversação,conversation,noun,,,,"Conversão, conversação.— De conversa -\- ão. Cfr. decla-rão.",conversação,,146.0
Convertà,konʋeɾtaː,converter,convert,verb,,,,"Converta, converter. Con-vertação, convertesan (C. A.), conversão. Cfr. perverta.",converter,,146.0
Convertação,konʋeɾtasaːo,conversão,conversion,noun,,,,,conversão,,
Convidação,konʋidasaːo,convite,invitation,noun,,,,"Convidação, convite. V. co-MíD.Í. Cfr. cuidação.",convite,,146.0
Convinçà,konʋinsaː,convencer,convince,verb,,,,"Convinçà, convencer.",convencer,,146.0
Copa,kopa,"copo, xícara, chávena",cup,noun,,,,"Copa, cope (p. us.), copo; chicara, chávena.  Copa-tea,","copo; chicara, chávena",pouco usado,146.0
cope,kope,"copo, xícara, chávena",cup,noun,,,,"Copa, cope (p. us.), copo; chicara, chávena.  Copa-tea,","copo; chicara, chávena",pouco usado,146.0
Copa-ti,kopa ti,chávena de chá,tea cup,noun,English,,,"chávena de chá. — Infl. do ingl. na signif. Cope, copi: dial. no cont.",chávena de chá,,146.0
Copra,kopɾa,miolo do coco seco,dry coconut kernels,noun,,,,"Copra, miolo do coco secco. Comm.—Prakdo sansk. IpqT",miolo do coco secco,,146.0
Copy,kopi,"cópia, exemplar",copy,noun,English,,,"Copy, copia, exemplar. — Ingl.","copia, exemplar",,146.0
Coragè,koɾad̠ʒeː,coragem,courage,noun,,,,"Coragè, corajo (mais us.), courajo, coragem. Corage-mente, corajosamente. Cfr. imajo, viajo; boventademente.",coragem,,146.0
corajo,koɾad̠ʒo,coragem,courage,noun,,,,"Coragè, corajo (mais us.), courajo, coragem. Corage-mente, corajosamente. Cfr. imajo, viajo; boventademente.",coragem,,146.0
courajo,kouɾad̠ʒo,coragem,courage,noun,,,,"Coragè, corajo (mais us.), courajo, coragem. Corage-mente, corajosamente. Cfr. imajo, viajo; boventademente.",coragem,,146.0
Coragemente,koɾad̠ʒemente,corajosamente,boldly,adverb,,,,,corajosamente,,
Cordà,koɾdaː,acordar,agree,verb,Macao creole,,,"Corda, cordiá (C, de N.), accordar. Dial. mac.",accordar,,146.0
cordià,koɾdiaː,acordar,agree,verb,Macao creole,,,"Corda, cordiá (C, de N.), accordar. Dial. mac.",accordar,,146.0
Cordè,koɾdeː,corda,rope,noun,,,,"Cordè, corda (t. us.).",corda,,146.0
Cores,koɾes,correias,straps,noun,,,,"Cores, correias.",correias,,146.0
Coresmo,koɾezmo,quaresma,lent,noun,,,,"Coresmo, quaresma.",quaresma,,146.0
Corovà,koɾoʋaː,coroar,crown,verb,,,,"Corovà, coroar. Corovè, coroa. Cfr. perdová.",coroar,,146.0
Corovè,koɾoʋeː,coroa,crown,noun,,,,,coroa,,
Correctà,korektaː,corrigir,correct,verb,English,,,"Correcta, corrigá (C. A.)^ corrigir. — Ingl. to correct.",corrigir,,146.0
corrigá,korigaː,corrigir,correct,verb,English,,,"Correcta, corrigá (C. A.)^ corrigir. — Ingl. to correct.",corrigir,,146.0
Correição,koreisaːo,correção,correction,noun,,Old Portuguese,,"Correição, correcção. — Port. arch.",correcção,,146.0
Correntè,korenteː,quarenta,forty,numeral,,,,"Corrente, currento, quarenta.",quarenta,,146.0
currento,kurento,quarenta,forty,numeral,,,,"Corrente, currento, quarenta.",quarenta,,146.0
Corruptido,koruptido,corrupto,corrupt,noun,,,,"Corruptido, corrupto. Cfr. confusado.",corrupto,,146.0
Côrto,koːɾto,curto,short,adjective,,,,"Corto, curto. Cfr. sôrdo: Dial. beirões, v.",curto,,146.0
